event,user
3618436742,825875823
425733994,825875823
1706271997,825875823
2529072432,826927178
955398943,826927178
1600413013,826927178
1517488130,826927178
221202458,826927178
2373204206,826927178
3648914854,826927178
1110543265,826927178
1371024414,826927178
1689486051,826927178
2529072432,887085722
1390707377,887085722
1532377761,887085722
955398943,887085722
3632072502,887085722
1600413013,887085722
2529072432,895925498
955398943,895925498
907302600,895925498
2130616732,895925498
1361307272,895925498
633659090,895925498
771676713,895925498
2643833505,895925498
353933726,895925498
2529072432,905852095
1390707377,905852095
1532377761,905852095
714391510,905852095
719337372,905852095
955398943,905852095
1600413013,905852095
3926022702,905852095
3873822688,905852095
2908519477,905852095
2529072432,913235409
1390707377,913235409
1532377761,913235409
955398943,913235409
1044854627,913235409
1600413013,913235409
2529072432,967361915
1390707377,967361915
719337372,967361915
3315486330,967361915
1960789592,967361915
1810772954,967361915
2529072432,986039272
955398943,986039272
2401458775,986039272
1361307272,986039272
771676713,986039272
1752177173,986039272
3216974136,986039272
2952943730,986039272
3245843888,986039272
2529072432,1018886228
955398943,1018886228
1600413013,1018886228
2610494844,1018886228
1862794029,1018886228
602394192,1018886228
141747067,1018886228
613851355,1018886228
1543005236,1018886228
2520169151,1018886228
2529072432,1023717643
1390707377,1023717643
1532377761,1023717643
719337372,1023717643
955398943,1023717643
645163767,1023717643
1887960803,1023717643
3687063164,1023717643
1274527630,1023717643
2529072432,1044078286
955398943,1044078286
1471140446,1044078286
613942852,1044078286
3288255289,1044078286
1334163869,1044078286
2529072432,1053832375
955398943,1053832375
1600413013,1053832375
1471140446,1053832375
544234384,1053832375
3728112255,1053832375
2529072432,1073821707
955398943,1073821707
861118590,1073821707
2093319113,1073821707
1089819483,1073821707
1245050522,1073821707
2529072432,1122537977
1390707377,1122537977
1532377761,1122537977
719337372,1122537977
955398943,1122537977
1177314523,1122537977
2529072432,1178274219
2811190711,1178274219
1798195680,1178274219
1646546831,1178274219
3980181155,1178274219
2157401626,1178274219
2529072432,1213367737
1390707377,1213367737
1532377761,1213367737
955398943,1213367737
3632072502,1213367737
1737420203,1213367737
2529072432,1275857085
1390707377,1275857085
3632072502,1275857085
2475079669,1275857085
1832462541,1275857085
3802870894,1275857085
2529072432,1289232847
1390707377,1289232847
3632072502,1289232847
3021192688,1289232847
3828122977,1289232847
3735101795,1289232847
2529072432,1304321680
955398943,1304321680
2373204206,1304321680
3980181155,1304321680
1238533876,1304321680
3980859647,1304321680
2529072432,1315208123
1390707377,1315208123
1532377761,1315208123
955398943,1315208123
3314895954,1315208123
986099040,1315208123
3565166403,1315208123
3735101795,1315208123
3875231517,1315208123
1445028465,1315208123
3938809089,1315208123
522741694,1315208123
2529072432,1318722285
1532377761,1318722285
955398943,1318722285
813808366,1318722285
986099040,1318722285
2252007144,1318722285
2529072432,1320034490
1390707377,1320034490
641427702,1320034490
396698671,1320034490
2529072432,1345896548
955398943,1345896548
907302600,1345896548
2130616732,1345896548
633659090,1345896548
2643833505,1345896548
645128809,1345896548
2658555390,1345896548
2180806657,1345896548
1744785223,1345896548
3505218480,1345896548
2621503414,1345896548
2557897657,1345896548
3495437070,1345896548
2986124911,1345896548
562877160,1345896548
2529072432,1377253602
1390707377,1377253602
1532377761,1377253602
955398943,1377253602
3735036412,1377253602
2425916002,1377253602
2258521927,1377253602
1704179171,1377253602
2529072432,1404395751
955398943,1404395751
3735036412,1404395751
861118590,1404395751
3275248026,1404395751
2090707728,1404395751
2529072432,1420338074
719337372,1420338074
955398943,1420338074
1600413013,1420338074
3612574786,1420338074
3488186117,1420338074
2529072432,1452056386
955398943,1452056386
1921897790,1452056386
1471140446,1452056386
711611185,1452056386
3334994462,1452056386
1522071038,1452056386
1373625192,1452056386
4202927804,1452056386
2529072432,1474775097
955398943,1474775097
2130616732,1474775097
1361307272,1474775097
633659090,1474775097
771676713,1474775097
2529072432,1525918364
955398943,1525918364
907302600,1525918364
2130616732,1525918364
1361307272,1525918364
633659090,1525918364
771676713,1525918364
2643833505,1525918364
1692359541,1525918364
2529072432,1538685648
2401458775,1538685648
1361307272,1538685648
2389263741,1538685648
2986124911,1538685648
1872538468,1538685648
2529072432,1540524189
955398943,1540524189
1600413013,1540524189
2630611106,1540524189
2528682460,1540524189
2235572693,1540524189
2529072432,1553019839
1390707377,1553019839
955398943,1553019839
3632072502,1553019839
3565166403,1553019839
52246840,1553019839
3934491209,1553019839
2455219297,1553019839
2096635407,1553019839
526418317,1553019839
902869993,1553019839
4205554879,1553019839
2770527444,1553019839
2615984474,1553019839
2529072432,1619453117
1390707377,1619453117
1532377761,1619453117
955398943,1619453117
3632072502,1619453117
705007381,1619453117
2529072432,1622366272
1390707377,1622366272
1532377761,1622366272
955398943,1622366272
1600413013,1622366272
3565166403,1622366272
2529072432,1666288434
1390707377,1666288434
1532377761,1666288434
955398943,1666288434
1044854627,1666288434
1600413013,1666288434
2529072432,1680807465
1390707377,1680807465
1532377761,1680807465
955398943,1680807465
1092072561,1680807465
1611840162,1680807465
2529072432,1732120655
1390707377,1732120655
1532377761,1732120655
955398943,1732120655
2373204206,1732120655
1790004322,1732120655
2529072432,1732859563
1390707377,1732859563
1532377761,1732859563
955398943,1732859563
221202458,1732859563
462678883,1732859563
2529072432,1754474767
955398943,1754474767
2401458775,1754474767
907302600,1754474767
2039358442,1754474767
771676713,1754474767
2643833505,1754474767
1752177173,1754474767
364572656,1754474767
2639741116,1754474767
2300256602,1754474767
2529072432,1774252774
1390707377,1774252774
3632072502,1774252774
1996503357,1774252774
445373500,1774252774
2554554656,1774252774
913747949,1774252774
2529072432,1815721382
955398943,1815721382
1773230862,1815721382
2787748632,1815721382
3129511797,1815721382
524333092,1815721382
2529072432,1821733300
1390707377,1821733300
955398943,1821733300
3632072502,1821733300
3858223520,1821733300
445373500,1821733300
2529072432,1832146052
1390707377,1832146052
1532377761,1832146052
955398943,1832146052
3632072502,1832146052
526418317,1832146052
4205554879,1832146052
2529072432,1842145373
955398943,1842145373
907302600,1842145373
2130616732,1842145373
1361307272,1842145373
633659090,1842145373
771676713,1842145373
2643833505,1842145373
2389263741,1842145373
3820740781,1842145373
2529072432,1844741381
1390707377,1844741381
1532377761,1844741381
719337372,1844741381
955398943,1844741381
3632072502,1844741381
1600413013,1844741381
849092788,1844741381
728126986,1844741381
2529072432,1849546291
719337372,1849546291
955398943,1849546291
1600413013,1849546291
1641491432,1849546291
1790004322,1849546291
1784350323,1849546291
1635880727,1849546291
2529072432,1859726822
1390707377,1859726822
1532377761,1859726822
955398943,1859726822
3632072502,1859726822
1600413013,1859726822
249760834,1859726822
2216215956,1859726822
2529072432,1914182220
1390707377,1914182220
1532377761,1914182220
955398943,1914182220
3632072502,1914182220
1600413013,1914182220
1652875579,1914182220
1601916220,1914182220
3769818139,1914182220
2901008831,1914182220
2529072432,1948945052
955398943,1948945052
1600413013,1948945052
602394192,1948945052
1921897790,1948945052
3749456307,1948945052
1680138,1948945052
2435469468,1948945052
2076836172,1948945052
2529072432,1959500556
955398943,1959500556
1600413013,1959500556
844299203,1959500556
1641491432,1959500556
1530169810,1959500556
3728680617,1959500556
2529072432,2010045207
1390707377,2010045207
1532377761,2010045207
955398943,2010045207
3632072502,2010045207
221202458,2010045207
2529072432,2023721073
1390707377,2023721073
719337372,2023721073
955398943,2023721073
3565166403,2023721073
52246840,2023721073
687388226,2023721073
2529072432,2074086523
907302600,2074086523
2130616732,2074086523
633659090,2074086523
2643833505,2074086523
3868972599,2074086523
2977166421,2074086523
2529072432,2153152806
955398943,2153152806
1600413013,2153152806
1361307272,2153152806
1862794029,2153152806
771676713,2153152806
3701319848,2153152806
4073488660,2153152806
2529072432,2166518457
1390707377,2166518457
719337372,2166518457
86502595,2166518457
1536819364,2166518457
4215729078,2166518457
3833635397,2166518457
2529072432,2187324082
955398943,2187324082
1600413013,2187324082
1092072561,2187324082
3254991059,2187324082
1345381188,2187324082
2529072432,2193628344
955398943,2193628344
602394192,2193628344
1921897790,2193628344
3276213471,2193628344
711611185,2193628344
465657177,2193628344
3249252679,2193628344
1556475107,2193628344
2202694777,2193628344
3656771393,2193628344
1259109743,2193628344
2662935109,2193628344
2529072432,2207460362
2401458775,2207460362
907302600,2207460362
633659090,2207460362
1833759794,2207460362
1213874055,2207460362
177094411,2207460362
2222244811,2207460362
2529072432,2212919969
1390707377,2212919969
1532377761,2212919969
955398943,2212919969
3632072502,2212919969
1641491432,2212919969
1736093461,2212919969
2529072432,2243065045
1532377761,2243065045
955398943,2243065045
2130616732,2243065045
2039358442,2243065045
2643833505,2243065045
1752177173,2243065045
3610629096,2243065045
3735101795,2243065045
994310148,2243065045
2424321825,2243065045
1076499062,2243065045
2529072432,2244689014
955398943,2244689014
1600413013,2244689014
2522610844,2244689014
150954316,2244689014
1988291613,2244689014
2529072432,2319889082
955398943,2319889082
602394192,2319889082
2384544175,2319889082
711611185,2319889082
1569838328,2319889082
2529072432,2328301807
955398943,2328301807
861118590,2328301807
1600413013,2328301807
3219059524,2328301807
2860418664,2328301807
1082833698,2328301807
4192203721,2328301807
2529072432,2342735753
1390707377,2342735753
1532377761,2342735753
1527128646,2342735753
719337372,2342735753
955398943,2342735753
2921274626,2342735753
2529072432,2344133160
2401458775,2344133160
907302600,2344133160
2130616732,2344133160
633659090,2344133160
2643833505,2344133160
1114350408,2344133160
2529072432,2452785645
955398943,2452785645
907302600,2452785645
2130616732,2452785645
633659090,2452785645
2643833505,2452785645
2529072432,2467706552
3264448398,2467706552
3838044081,2467706552
3709772523,2467706552
390945698,2467706552
261218444,2467706552
2529072432,2485670452
3735036412,2485670452
2093319113,2485670452
1602227394,2485670452
2529072432,2495110802
1390707377,2495110802
1532377761,2495110802
955398943,2495110802
3632072502,2495110802
1044854627,2495110802
1600413013,2495110802
3735101795,2495110802
2529072432,2594894760
1502351219,2594894760
240793225,2594894760
260814396,2594894760
1883700806,2594894760
4193778945,2594894760
2529072432,2621463744
1390707377,2621463744
1532377761,2621463744
955398943,2621463744
3632072502,2621463744
3264448398,2621463744
2529072432,2706413631
1390707377,2706413631
1532377761,2706413631
955398943,2706413631
3632072502,2706413631
3735101795,2706413631
1428402454,2706413631
268203907,2706413631
2529072432,2711982636
719337372,2711982636
955398943,2711982636
1352928000,2711982636
3612574786,2711982636
1439846975,2711982636
2067766968,2711982636
2529072432,2763959582
1390707377,2763959582
1532377761,2763959582
955398943,2763959582
2142755647,2763959582
3632072502,2763959582
1044854627,2763959582
1600413013,2763959582
426902061,2763959582
2529072432,2792856754
1532377761,2792856754
955398943,2792856754
1936167908,2792856754
3565166403,2792856754
52246840,2792856754
1993111201,2792856754
2529072432,2855659739
1390707377,2855659739
1532377761,2855659739
955398943,2855659739
3314895954,2855659739
3632072502,2855659739
1611840162,2855659739
3565166403,2855659739
1736093461,2855659739
3953952340,2855659739
1599219405,2855659739
3551855555,2855659739
2529072432,2884249863
955398943,2884249863
221202458,2884249863
1110543265,2884249863
3735101795,2884249863
268203907,2884249863
1274017391,2884249863
2529072432,2890467561
1390707377,2890467561
1532377761,2890467561
955398943,2890467561
3735036412,2890467561
1600413013,2890467561
2860418664,2890467561
613942852,2890467561
445373500,2890467561
1673895160,2890467561
3610905380,2890467561
1287319410,2890467561
844053363,2890467561
2529072432,2892947506
955398943,2892947506
907302600,2892947506
2130616732,2892947506
1361307272,2892947506
633659090,2892947506
2529072432,2925400415
1390707377,2925400415
1532377761,2925400415
955398943,2925400415
3632072502,2925400415
3565166403,2925400415
2529072432,2993320562
1390707377,2993320562
1532377761,2993320562
955398943,2993320562
1601916220,2993320562
825525529,2993320562
2529072432,3033728418
1390707377,3033728418
1532377761,3033728418
955398943,3033728418
1600413013,3033728418
3291515508,3033728418
2529072432,3041198590
1390707377,3041198590
1532377761,3041198590
955398943,3041198590
3632072502,3041198590
2433903660,3041198590
3952421022,3041198590
2529072432,3043278753
719337372,3043278753
955398943,3043278753
1641491432,3043278753
221202458,3043278753
1969993396,3043278753
1242409753,3043278753
2529072432,3145229913
1390707377,3145229913
1532377761,3145229913
955398943,3145229913
3632072502,3145229913
1600413013,3145229913
1017435233,3145229913
1367257694,3145229913
2529072432,3187292148
2401458775,3187292148
907302600,3187292148
633659090,3187292148
1704179171,3187292148
278651783,3187292148
2529072432,3198504537
719337372,3198504537
1641491432,3198504537
705007381,3198504537
1784350323,3198504537
3830416827,3198504537
4283791779,3198504537
2529072432,3224203982
1390707377,3224203982
719337372,3224203982
645163767,3224203982
1601916220,3224203982
3593742314,3224203982
2529072432,3239836164
955398943,3239836164
955398943,3239836164
1600413013,3239836164
2401458775,3239836164
2401458775,3239836164
907302600,3239836164
2130616732,3239836164
2130616732,3239836164
2039358442,3239836164
2039358442,3239836164
1361307272,3239836164
633659090,3239836164
771676713,3239836164
2643833505,3239836164
2643833505,3239836164
2133183406,3239836164
2938463739,3239836164
2529072432,3257224121
955398943,3257224121
1600413013,3257224121
602394192,3257224121
3240064326,3257224121
4284482399,3257224121
2529072432,3261647162
955398943,3261647162
1600413013,3261647162
2401458775,3261647162
907302600,3261647162
2130616732,3261647162
2039358442,3261647162
633659090,3261647162
2643833505,3261647162
1692359541,3261647162
3434717258,3261647162
3184899378,3261647162
2529072432,3276463946
1390707377,3276463946
1532377761,3276463946
955398943,3276463946
3632072502,3276463946
2405536413,3276463946
73460149,3276463946
2475079669,3276463946
1261557576,3276463946
2529072432,3279257076
1390707377,3279257076
1532377761,3279257076
955398943,3279257076
1421349430,3279257076
1641491432,3279257076
1611840162,3279257076
3584466415,3279257076
3212079634,3279257076
2529072432,3282950773
1390707377,3282950773
1532377761,3282950773
955398943,3282950773
3632072502,3282950773
268203907,3282950773
2529072432,3318646261
719337372,3318646261
955398943,3318646261
1641491432,3318646261
1810772954,3318646261
1784350323,3318646261
2899306830,3318646261
2712999658,3318646261
1727806427,3318646261
2963294280,3318646261
2529072432,3348417635
1390707377,3348417635
1532377761,3348417635
719337372,3348417635
955398943,3348417635
2142755647,3348417635
3632072502,3348417635
1044854627,3348417635
1600413013,3348417635
2064297240,3348417635
2529072432,3376988073
1390707377,3376988073
1532377761,3376988073
955398943,3376988073
3632072502,3376988073
2776566965,3376988073
3565166403,3376988073
3300948291,3376988073
1282938425,3376988073
3010686555,3376988073
2529072432,3394779937
1390707377,3394779937
3632072502,3394779937
1996503357,3394779937
3802870894,3394779937
849092788,3394779937
2372750027,3394779937
2529072432,3406478396
1390707377,3406478396
1532377761,3406478396
955398943,3406478396
3632072502,3406478396
863669353,3406478396
2529072432,3410667855
955398943,3410667855
1611840162,3410667855
3565166403,3410667855
3934491209,3410667855
1063772489,3410667855
530344370,3410667855
2529072432,3430986998
1390707377,3430986998
1532377761,3430986998
955398943,3430986998
1600413013,3430986998
1960789592,3430986998
2529072432,3436715440
1390707377,3436715440
1532377761,3436715440
955398943,3436715440
268203907,3436715440
1332759137,3436715440
2922265580,3436715440
2291985041,3436715440
2529072432,3469589500
1390707377,3469589500
1532377761,3469589500
719337372,3469589500
955398943,3469589500
530867226,3469589500
4194142958,3469589500
2529072432,3504868122
955398943,3504868122
2401458775,3504868122
907302600,3504868122
1361307272,3504868122
771676713,3504868122
2643833505,3504868122
2425916002,3504868122
4045444993,3504868122
898403969,3504868122
403202920,3504868122
3976993681,3504868122
2529072432,3511155378
1390707377,3511155378
1532377761,3511155378
955398943,3511155378
3632072502,3511155378
3612574786,3511155378
3300948291,3511155378
2529072432,3669048335
1390707377,3669048335
1532377761,3669048335
719337372,3669048335
955398943,3669048335
1600413013,3669048335
2529072432,3674200063
1390707377,3674200063
1532377761,3674200063
955398943,3674200063
3632072502,3674200063
986099040,3674200063
2529072432,3697489067
955398943,3697489067
3735036412,3697489067
861118590,3697489067
1600413013,3697489067
2355400133,3697489067
2860418664,3697489067
1811836231,3697489067
333353849,3697489067
31456310,3697489067
2529072432,3723896394
719337372,3723896394
1205670273,3723896394
955398943,3723896394
1600413013,3723896394
844299203,3723896394
1238533876,3723896394
1798745078,3723896394
1798745078,3723896394
2261785694,3723896394
1183195459,3723896394
2583766647,3723896394
2529072432,3726154528
955398943,3726154528
1600413013,3726154528
2039358442,3726154528
2415873572,3726154528
3982608480,3726154528
1148012652,3726154528
2529072432,3751635372
1390707377,3751635372
1532377761,3751635372
719337372,3751635372
955398943,3751635372
1600413013,3751635372
1439846975,3751635372
1993111201,3751635372
2712999658,3751635372
519339673,3751635372
2529072432,3811264923
1390707377,3811264923
1532377761,3811264923
955398943,3811264923
3632072502,3811264923
1044854627,3811264923
1600413013,3811264923
426902061,3811264923
1832462541,3811264923
4106186736,3811264923
2529072432,3843287866
1390707377,3843287866
1532377761,3843287866
955398943,3843287866
2776357538,3843287866
3632072502,3843287866
3565166403,3843287866
667779361,3843287866
4268654829,3843287866
153565237,3843287866
1360334065,3843287866
2529072432,3891396601
955398943,3891396601
1600413013,3891396601
1936167908,3891396601
3254991059,3891396601
2637354369,3891396601
2529072432,3893362486
1390707377,3893362486
1532377761,3893362486
955398943,3893362486
3632072502,3893362486
1044854627,3893362486
1600413013,3893362486
3802870894,3893362486
2017478494,3893362486
2529072432,3910177999
955398943,3910177999
1600413013,3910177999
907302600,3910177999
633659090,3910177999
1704179171,3910177999
733567972,3910177999
2529072432,3930126543
1600413013,3930126543
2401458775,3930126543
907302600,3930126543
1361307272,3930126543
633659090,3930126543
2529072432,3930161610
844299203,3930161610
2763790767,3930161610
705007381,3930161610
1517488130,3930161610
1797828094,3930161610
3315486330,3930161610
4200394007,3930161610
3942891975,3930161610
3701581814,3930161610
2529072432,3934266336
719337372,3934266336
955398943,3934266336
1600413013,3934266336
1421349430,3934266336
1641491432,3934266336
519339673,3934266336
2338976654,3934266336
2529072432,3941958556
955398943,3941958556
3735036412,3941958556
1600413013,3941958556
1361307272,3941958556
602394192,3941958556
771676713,3941958556
2414358105,3941958556
2529072432,3946163681
719337372,3946163681
955398943,3946163681
1641491432,3946163681
2717718620,3946163681
3295999782,3946163681
2529072432,3953979752
719337372,3953979752
955398943,3953979752
1352928000,3953979752
1641491432,3953979752
3855266116,3953979752
2529072432,3972581484
955398943,3972581484
1600413013,3972581484
602394192,3972581484
2384544175,3972581484
3429508261,3972581484
349771745,3972581484
2153348068,3972581484
2776927174,3972581484
2529072432,3979775182
1390707377,3979775182
1532377761,3979775182
719337372,3979775182
955398943,3979775182
1044854627,3979775182
1600413013,3979775182
1611840162,3979775182
643346765,3979775182
2529072432,3986193980
719337372,3986193980
955398943,3986193980
3314895954,3986193980
3315486330,3986193980
221202458,3986193980
3735101795,3986193980
2726845254,3986193980
2529072432,4040322582
955398943,4040322582
1600413013,4040322582
1361307272,4040322582
602394192,4040322582
771676713,4040322582
75052451,4040322582
2529072432,4055395044
1390707377,4055395044
1532377761,4055395044
955398943,4055395044
3314895954,4055395044
3802870894,4055395044
2529072432,4079159663
955398943,4079159663
4193610911,4079159663
3502397803,4079159663
2415873572,4079159663
1277292991,4079159663
495087397,4079159663
2529072432,4115365036
955398943,4115365036
907302600,4115365036
2130616732,4115365036
1361307272,4115365036
633659090,4115365036
771676713,4115365036
2643833505,4115365036
97217712,4115365036
525624264,4115365036
2529072432,4124005270
1390707377,4124005270
1532377761,4124005270
955398943,4124005270
3632072502,4124005270
2051111588,4124005270
2529072432,4156731925
955398943,4156731925
2610494844,4156731925
2830173169,4156731925
3429508261,4156731925
711611185,4156731925
2415873572,4156731925
800349173,4156731925
896333395,4156731925
1497764698,4156731925
2157645470,4156731925
1139465813,4156731925
2529072432,4171765566
1532377761,4171765566
955398943,4171765566
2373204206,4171765566
3300948291,4171765566
4106186736,4171765566
2529072432,4190165036
1390707377,4190165036
1532377761,4190165036
719337372,4190165036
955398943,4190165036
3632072502,4190165036
1044854627,4190165036
1600413013,4190165036
2529072432,4199616576
955398943,4199616576
2645454646,4199616576
602394192,4199616576
3276213471,4199616576
1294433853,4199616576
797638314,4199616576
2714876429,4199616576
821614261,4199616576
2953981660,4199616576
400356575,4199616576
3164534147,4199616576
1487327799,4199616576
3310353908,4199616576
2481417302,4199616576
270532321,4199616576
2420150606,4199616576
1826343214,4199616576
82886770,4199616576
1908625006,4199616576
1290210464,4199616576
2529072432,4202081674
955398943,4202081674
2099424186,4202081674
861118590,4202081674
3655295959,4202081674
539032065,4202081674
2529072432,4217222631
955398943,4217222631
3404987729,4217222631
2860418664,4217222631
613942852,4217222631
1673895160,4217222631
844053363,4217222631
1319656469,4217222631
4198564536,4217222631
1433072169,4217222631
4130722320,4217222631
2328083431,4217222631
3012990777,4217222631
3273695084,4217222631
1120274880,4217222631
3241272469,4217222631
317863256,4217222631
728874447,4217222631
2762536315,4217222631
3573758696,4217222631
1854406812,4217222631
468922992,4217222631
2529072432,4226575687
1390707377,4226575687
719337372,4226575687
1517488130,4226575687
645163767,4226575687
914532885,4226575687
3434410911,4226575687
186104502,4226575687
814437417,4226575687
2529072432,4246728549
1361307272,4246728549
602394192,4246728549
771676713,4246728549
2133183406,4246728549
3388135408,4246728549
3454377311,4246728549
