same_city,same_country,is_creator_friend,not_start_diff,yes,maybe,invited,no,f4,f5,f6,friends,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,sim_yes_cluster,sim_maybe_cluster,sim_no_cluster,sim_invited_cluster,sim_friends_yes_cluster,sim_friends_maybe_cluster,sim_friends_no_cluster,event_att_yes_sim,event_att_maybe_sim
True,False,False,-473526.0,353.0,173.0,2438.0,75.0,0.21246458923512748,0.4900849858356941,6.906515580736544,5198,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0015390534821085036,0.030762920426579164,5.717967385392133,0.0,62.336480711672195,93.29669851075684,29.709581383021305,38.58974446041333,59.93110591504877,0.0,0.0
False,False,False,-196406.0,769.0,530.0,15764.0,522.0,0.6788036410923277,0.6892067620286085,20.49934980494148,12182,0,1,0,50,0.0,0.0,0.0,0.0,8.208832703989494e-05,0.0,0.004104416351994746,0.033113422989089064,1.4956101928826318,36.85309295837664,32.192248336258146,25.23651698382705,40.657966784238546,39.96847980487551,58.880489961777066,0.0,0.0
False,False,False,-35685.0,151.0,264.0,43215.0,490.0,3.2450331125827816,1.7483443708609272,286.1920529801325,2895,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0010362694300518132,0.011338655559412242,33.697961289937346,19.504888464835656,70.92684331203252,22.60377805777357,37.359562892649116,42.45837955226725,9.623505461286278,0.0,0.0
True,False,False,-33960307.0,6121.0,3742.0,97302.0,0.0,0.0,0.6113380166639438,15.896422153242936,5928,2,0,0,16,0.0,0.0,8.0,0.0003373819163292848,0.0,0.0,0.0026990553306342783,0.0,77.95480773972878,77.8359423837565,32.192248336258146,8.045557525338843,29.674304148194985,25.565101359719076,20.053730780718947,0.0,0.0
True,True,False,-252208.0,640.0,658.0,12697.0,560.0,0.875,1.028125,19.8390625,12989,1,1,0,30,1.0,0.0,30.0,7.698822080221726e-05,7.698822080221726e-05,0.0,0.002309646624066518,0.04410490667086713,8.43198133869912,13.032726611203744,76.65443777075652,43.552578882616814,98.2005525626143,42.746104284224856,54.36111378002889,0.0,0.0
False,False,False,-150829.0,557.0,297.0,6412.0,217.0,0.3895870736086176,0.533213644524237,11.511669658886895,9682,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0001032844453625284,0.03384279475982533,396.8463814710827,33.24235184759912,18.94947214304725,206.58063171854602,163.23206208454047,69.33157130843811,71.10107753088485,0.0,0.0
False,True,False,-7933664.0,5471.0,4138.0,97611.0,0.0,0.0,0.7563516724547614,17.841528057027965,11853,0,0,0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0077617480806546875,0.0,19.70374669231528,24.40097276584069,32.192248336258146,27.44197467715579,23.101009061217198,27.21561570156021,27.084202318407865,0.0,0.34509803921568627
True,False,False,-22306.0,184.0,139.0,45277.0,462.0,2.510869565217391,0.7554347826086957,246.07065217391303,18931,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.00047541070202313673,0.010203856262561564,19.79939618516828,23.42031834074864,32.192248336258146,26.596061248822114,28.39521489711635,20.28311478245936,50.959104137255906,0.0,0.0
False,False,False,-376174.0,368.0,86.0,216.0,0.0,0.0,0.23369565217391305,0.5869565217391305,4960,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0010080645161290322,0.0,10.080409145984326,64.0398433510624,3.0477559889281403,22.82809217082749,37.67765095795555,9.248394444996322,36.54096072171298,0.0,0.0
False,False,False,-307969.0,513.0,303.0,3697.0,119.0,0.2319688109161793,0.5906432748538012,7.20662768031189,13699,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.299802905321557e-05,0.03218826075196105,188.96585207280526,124.05263454577528,149.5712231562283,43.325461177923756,62.23843345242671,90.89817957879059,60.106812085451324,0.0,0.0
False,False,False,-315638.0,419.0,428.0,3507.0,95.0,0.22673031026252985,1.0214797136038185,8.369928400954652,19414,1,0,0,0,0.0,0.0,0.0,5.150922015040692e-05,0.0,0.0,0.0,0.02708867978329056,0.0,56.18952416832364,354.0483322658078,22.88394763981673,39.40653630909912,39.14442465455668,49.3519087051866,0.0,0.0
False,False,False,-199692.0,10.0,10.0,697.0,41.0,4.1,1.0,69.7,3601,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0005554012774229381,0.05882352941176471,10.90766185931627,0.0,25.663545836265417,37.08435623216951,42.40555511476337,62.67218793683815,50.1880965015481,0.0,0.0
False,False,False,-277539.0,10.0,0.0,146.0,0.0,0.0,0.0,14.6,10450,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0002870813397129187,0.0,20.79030874011681,9.104824038381427,58.12526308899517,23.884255971645807,30.990439177373656,30.889146712556077,50.60124749881254,0.0,0.0
False,False,False,-45128.0,83.0,21.0,3268.0,93.0,1.120481927710843,0.2530120481927711,39.373493975903614,2815,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00035523978685612787,0.028457772337821294,23.41604731541746,13.032726611203744,98.66483427352536,20.38312372946933,22.58871210319691,20.85668026423578,25.064729815335554,0.0,0.0
True,True,False,-136184.0,1907.0,525.0,21988.0,213.0,0.11169375983219716,0.27530152071316205,11.530152071316204,5482,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.00036483035388544326,0.009687102055666728,134.59273717113626,214.38568342560944,53.44648417192669,71.75942891136097,56.46205395947833,38.790407941339005,54.90592295315889,0.0,0.0
False,False,False,-18075.0,493.0,461.0,5416.0,272.0,0.5517241379310345,0.9350912778904664,10.985801217038539,4433,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0009023234829686444,0.050221565731166914,62.40747372401674,90.80102475464298,127.70939613941331,37.23972692535799,38.597816881760586,33.51151161215766,67.25849532808628,0.0,0.0
False,False,False,-202365.0,934.0,782.0,72081.0,1103.0,1.1809421841541756,0.8372591006423983,77.1745182012848,8393,1,1,0,58,1.0,0.0,58.0,0.00011914690813773381,0.00011914690813773381,0.0,0.006910520671988562,0.015302229436328574,60.80068420667649,39.754499691287435,70.92684331203252,23.57829154861872,24.06920118608306,29.308861093318786,41.131610977085636,0.0,0.0
True,True,False,-295250.0,1542.0,692.0,1878.0,127.0,0.08236057068741894,0.4487678339818418,1.2178988326848248,14080,1,0,1,0,0.0,1.0,0.0,7.102272727272727e-05,0.0,7.102272727272727e-05,0.0,0.06762513312034077,29.393421014270192,36.85309295837664,32.192248336258146,413.5427046664153,337.34269746230615,335.62869894048043,363.4641058490554,0.0,0.0
False,False,False,-369249.0,1268.0,695.0,36920.0,830.0,0.6545741324921136,0.5481072555205048,29.116719242902214,1523,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.003282994090610637,0.02248104008667389,41.713008393690295,24.77953508410961,5.692896612813509,60.903777577747285,28.749085146858448,39.99951157229719,21.78298929416097,0.0,0.0
True,False,False,-33873176.0,6121.0,3742.0,97302.0,0.0,0.0,0.6113380166639438,15.896422153242936,1604,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.005610972568578554,0.0,77.69927262014278,23.42031834074864,32.192248336258146,15.85485078127013,44.46171960859316,56.62816015078274,56.929216994491796,0.0,0.0
True,True,False,-240455.0,4930.0,2163.0,22604.0,1192.0,0.24178498985801214,0.4387423935091278,4.58498985801217,5562,1,2,0,5,2.0,0.0,5.0,0.00017979144192736422,0.0003595828838547285,0.0,0.0008989572096368213,0.0527340293753318,22.99609641765841,150.40924130572137,55.57584335620269,79.60621109558403,33.495243967288076,53.62760098669983,67.28506102250257,0.0,0.0
True,False,False,-130676.0,160.0,62.0,18389.0,277.0,1.73125,0.3875,114.93125,1604,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.002493765586034913,0.015063353091522106,77.69927262014278,23.42031834074864,32.192248336258146,15.85485078127013,51.5500504395661,67.23575311078214,75.60107157202505,0.0,0.0
True,False,False,-33862343.0,6121.0,3742.0,97302.0,0.0,0.0,0.6113380166639438,15.896422153242936,9597,3,0,1,80,0.0,0.3333333333333333,26.66666666666667,0.00031259768677711783,0.0,0.00010419922892570594,0.008335938314056476,0.0,17.750373552369688,77.8359423837565,32.192248336258146,8.045557525338843,21.482033100458246,17.740299288970093,33.07820214783863,1.5621716287215412,0.0
False,False,False,-417766.0,1497.0,502.0,19718.0,375.0,0.250501002004008,0.3353373413493654,13.171676686706743,11990,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.340283569641368e-05,0.01901815599959428,35.86724642544321,54.81521417200592,251.05467486677648,10.544960970011957,51.256071739626684,59.02379947977638,28.387672081277703,0.0,0.0
False,False,False,-234839.0,476.0,367.0,13089.0,455.0,0.9558823529411764,0.7710084033613446,27.497899159663863,7083,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0024001129464916,0.034762013904805565,100.87195142004222,13.032726611203744,98.66483427352536,79.53170861634129,73.25674002807628,64.90135140307652,72.04533673754254,0.0,0.0
False,False,False,-95885.0,106.0,158.0,2368.0,42.0,0.3962264150943397,1.490566037735849,22.339622641509433,5275,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00018957345971563983,0.01773648648648649,48.116315533266146,20.892425658490595,149.5712231562283,188.96585207280526,56.74997613217554,40.07065399481013,55.97901368975099,0.0,0.0
False,False,False,-326651.0,146.0,235.0,26216.0,560.0,3.8356164383561633,1.6095890410958904,179.56164383561645,15545,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.00045030556449018975,0.021361000915471468,4.232634164288625,12.330765866599824,32.192248336258146,85.75746774915409,83.07234448180925,59.64287994745195,66.9964306240133,0.0,0.0
False,False,False,-165396.0,1108.0,1112.0,8164.0,377.0,0.34025270758122744,1.0036101083032491,7.368231046931408,44858,2,0,0,20,0.0,0.0,10.0,4.458513531588568e-05,0.0,0.0,0.00044585135315885685,0.04617834394904458,38.498470176064906,214.38568342560944,53.44648417192669,30.09681336996023,96.15901586295486,97.59495083000748,96.63634064454115,0.0,0.0
False,False,False,-198517.0,84.0,95.0,107258.0,0.0,0.0,1.130952380952381,1276.8809523809525,12228,0,0,1,224,0.0,0.0,0.0,0.0,0.0,8.177952240758913e-05,0.01831861301929997,0.0,70.66538787838383,44.0501747651961,240.31101166507943,83.05161393576091,74.76817904091848,81.42437138363093,75.03199863975108,0.0,0.0
False,False,False,-220241.0,492.0,400.0,496.0,0.0,0.0,0.8130081300813008,1.008130081300813,3669,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.001362769146906514,0.0,38.22528774759881,101.55752544462666,53.13275349096128,67.48599674045518,30.451717710638377,18.826596666724747,66.93851740812192,0.0,0.0
False,False,False,-233142.0,446.0,472.0,9849.0,526.0,1.1793721973094171,1.0582959641255605,22.08295964125561,37350,0,1,0,4,0.0,0.0,0.0,0.0,2.677376171352075e-05,0.0,0.000107095046854083,0.05340643720174637,37.477226799710095,13.275039944384892,186.8118286417579,32.00086652140451,64.62239335864776,50.607762160206356,70.92444675169841,0.0,0.0
True,True,False,-243103.0,1411.0,1077.0,10509.0,523.0,0.3706591070163005,0.7632884479092842,7.447909284195607,10842,1,0,1,3,0.0,1.0,3.0,9.223390518354546e-05,0.0,9.223390518354546e-05,0.00027670171555063645,0.049766866495384914,90.18081550868213,179.1535794443233,53.44648417192669,7.2724212510857225,70.48731201020273,50.7246004167724,40.482498340730274,0.0,0.0
False,False,False,-76786.0,139.0,188.0,447.0,20.0,0.14388489208633093,1.3525179856115108,3.2158273381294964,4592,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0002177700348432056,0.0447427293064877,27.357032105991674,48.78794075130418,17.140664342160242,38.71116335962384,30.96211487935126,24.490155929928605,52.734820539370574,0.0,0.0
False,False,False,-241994.0,1108.0,1112.0,8164.0,377.0,0.34025270758122744,1.0036101083032491,7.368231046931408,6464,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04617834394904458,149.5712231562283,179.1535794443233,53.44648417192669,2.107204834143916,100.89402611115662,97.74773672308905,109.45107108316726,0.0,0.0
False,False,False,-185264.0,42.0,97.0,395.0,0.0,0.0,2.3095238095238093,9.404761904761905,1018,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0009823182711198428,0.0,63.0222775205048,49.36802799042095,66.98088807390259,50.600024896229236,17.142816587470993,64.88692146523606,47.05083002051237,0.0,0.0
False,False,False,-363695.0,53.0,0.0,508.0,19.0,0.3584905660377358,0.0,9.584905660377359,9563,1,0,0,7,0.0,0.0,7.0,0.00010456969570218552,0.0,0.0,0.0007319878699152987,0.03740157480314961,2.6238142806877365,33.570238043710496,70.92684331203252,84.74386744571916,52.123461451516725,56.442067348171435,57.45389786953778,0.0,0.0
False,False,False,-76471.0,64.0,86.0,236.0,0.0,0.0,1.34375,3.6875,7956,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0008798391151332328,0.0,13.166254642792106,48.78794075130418,17.140664342160242,36.27448128471875,31.28946152102532,23.64047791437109,41.00812200794067,0.0,0.0
False,False,False,-250919.0,86.0,63.0,79677.0,135.0,1.569767441860465,0.7325581395348837,926.4767441860464,22924,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0002617344268016053,0.0016943409013893595,6.094107512881465,18.94947214304725,2.252412248980613,165.8173320020755,60.733160644233294,52.29081512202907,62.140219669347886,0.0,0.0
False,False,False,-27605.0,494.0,183.0,21039.0,526.0,1.0647773279352226,0.37044534412955465,42.58906882591093,6291,0,1,0,19,0.0,0.0,0.0,0.0,0.00015895724050230488,0.0,0.003020187569543793,0.02500118826940444,41.37909136594516,80.08495792979909,32.192248336258146,39.126664644960385,36.80808603316931,34.391773428594945,19.418995351928338,0.30434782608695654,0.0
False,False,False,-263921.0,5691.0,2157.0,7571.0,2781.0,0.4886663152345809,0.3790195044807591,1.3303461606044629,20122,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0001490905476592784,0.3673226786421873,133.01397088360824,40.20876163745686,129.06650120695872,92.91458831383665,40.29457433688776,93.05579832092651,70.84652046579134,0.0,0.0
False,False,False,-3381752.0,18589.0,9656.0,66098.0,13107.0,0.7050944106729786,0.5194469847759428,3.5557587820754213,9978,1,1,0,0,1.0,0.0,0.0,0.00010022048506714772,0.00010022048506714772,0.0,0.0,0.1982964688795425,124.27972220491672,214.38568342560944,53.44648417192669,49.842387368743076,68.91132016841395,75.43352057991368,58.564795506219895,0.0,0.0
False,True,False,-259406.0,12288.0,7760.0,61279.0,3588.0,0.2919921875,0.6315104166666666,4.986897786458333,2312,2,0,0,3,0.0,0.0,1.5,0.0008650519031141869,0.0,0.0,0.0012975778546712802,0.05855186931901631,77.69927262014278,23.42031834074864,32.192248336258146,15.85485078127013,114.29669218550379,131.7333522711395,108.18991298197142,0.0,0.0
False,False,False,-123506.0,362.0,526.0,10991.0,249.0,0.6878453038674033,1.4530386740331491,30.361878453038674,3729,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0010726736390453202,0.02265489946319716,105.77500484161104,166.42033293003269,94.8839534468186,28.68359767593911,117.1645629806247,116.97259550696306,137.36147964878054,0.0,0.0
False,False,False,8345.0,73.0,75.0,1802.0,53.0,0.726027397260274,1.0273972602739727,24.684931506849317,12437,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.00016081048484361182,0.029411764705882356,122.04660779869577,54.81521417200592,251.05467486677648,10.354263540173264,76.27337819435216,64.91737803019085,59.39611512617755,0.0,0.0
False,False,False,-192527.0,771.0,215.0,1244.0,626.0,0.8119325551232166,0.2788586251621271,1.6134889753566797,2403,1,0,0,0,0.0,0.0,0.0,0.00041614648356221387,0.0,0.0,0.0,0.5032154340836013,49.917667134281814,44.81486466667656,77.51337620670654,85.01991510158786,68.89870869001197,60.259825977609346,65.06367929902792,0.0,0.0
False,False,False,-290598.0,818.0,362.0,12803.0,171.0,0.20904645476772613,0.4425427872860636,15.65158924205379,4756,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0004205214465937762,0.013356244630164806,131.13334279109702,413.0998115683228,40.51175218003955,138.98717010994082,260.9253514257124,377.3568091697161,195.9007766069027,0.0,0.0
False,False,False,-361980.0,65.0,108.0,12454.0,394.0,6.061538461538461,1.6615384615384616,191.6,2439,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008200082000820008,0.031636422033081736,33.697961289937346,19.504888464835656,70.92684331203252,22.60377805777357,45.52996723817602,23.68272372862991,34.44901116038135,0.0,0.0
False,False,False,-90195.0,410.0,267.0,17072.0,560.0,1.3658536585365857,0.6512195121951221,41.639024390243904,2759,1,0,0,0,0.0,0.0,0.0,0.0003624501631025734,0.0,0.0,0.0,0.03280224929709466,102.77995010965219,26.20310370949247,4.1339968579573085,18.932630007476295,39.66095670129364,37.74186532426093,54.306442379662116,0.13157894736842105,0.0
False,False,False,-34007981.0,6121.0,3742.0,97302.0,0.0,0.0,0.6113380166639438,15.896422153242936,45386,21,0,7,285,0.0,0.3333333333333333,13.571428571428573,0.00046269774820429207,0.0,0.00015423258273476403,0.006279469439915393,0.0,7.250830532819909,19.931086281884934,32.192248336258146,36.98717740736075,26.13637503548653,29.553138773551108,33.462605627401445,0.0,0.2504378283712785
True,True,False,5653.0,159.0,247.0,7920.0,240.0,1.509433962264151,1.5534591194968554,49.81132075471698,27962,0,0,1,15,0.0,0.0,0.0,0.0,0.0,3.576282097131822e-05,0.0005364423145697734,0.030303030303030307,27.18260616235643,73.36431400766665,41.51283290842415,39.420593859002274,49.02422406583835,39.622337530442955,30.9358318303447,0.0,0.0
False,False,False,-274813.0,353.0,149.0,8040.0,20.0,0.056657223796034,0.4220963172804533,22.776203966005674,2127,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0023507287259050304,0.0024875621890547268,33.42499087215045,24.895961072876638,38.6707639270042,27.91464749472579,16.622434654535958,21.42362083363791,4.599285784521563,0.0,0.0
False,False,False,-275800.0,341.0,327.0,343.0,20.0,0.05865102639296187,0.9589442815249268,1.0058651026392962,7170,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0006973500697350071,0.058309037900874626,2.6238142806877365,33.570238043710496,70.92684331203252,75.32138198760923,71.25293245241072,94.14882982157671,85.23632700096002,0.0,0.0
False,False,False,-8946.0,63.0,10.0,138.0,0.0,0.0,0.15873015873015872,2.1904761904761907,27353,1,0,0,0,0.0,0.0,0.0,3.6559061163309335e-05,0.0,0.0,0.0,0.0,133.01397088360824,40.20876163745686,129.06650120695872,92.91458831383665,40.733144677143706,43.781155954275846,34.093540697892955,0.0,0.0
False,False,False,-77887.0,212.0,233.0,1109.0,53.0,0.25,1.099056603773585,5.231132075471698,1013,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.001974333662388944,0.047790802524797116,30.70941377237832,99.86680659637449,109.24045484529782,93.87060667353902,79.6431741233429,71.24743867317468,69.42763741232673,0.0,0.0
False,False,False,-60383.0,1396.0,598.0,25499.0,1060.0,0.7593123209169055,0.4283667621776504,18.26575931232092,2831,8,10,7,145,1.25,0.875,18.125,0.0028258565877781697,0.0035323207347227135,0.0024726245143058987,0.05121865065347934,0.04157025765716303,190.28263671332184,32.75276590316021,47.584645140466975,22.094563639055988,32.46276649922661,35.47664776277173,36.205317878164074,0.0,0.0
False,False,False,-180292.0,86.0,63.0,79677.0,135.0,1.569767441860465,0.7325581395348837,926.4767441860464,5078,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0005907837731390312,0.0016943409013893595,90.18081550868213,179.1535794443233,53.44648417192669,44.22218135521304,41.575274008420685,36.75963717738031,49.17588659800433,0.0,0.0
False,False,False,-252923.0,142.0,227.0,3787.0,247.0,1.7394366197183098,1.5985915492957747,26.669014084507047,4371,0,4,0,41,0.0,0.0,0.0,0.0,0.0009151223976206818,0.0,0.009380004575611988,0.06522313176656984,17.56042164299234,58.47089089492315,8.141484883016263,19.589682510377642,50.87960859895289,61.93912280344265,54.18790214563859,0.0,0.15384615384615385
False,False,False,-5721.0,170.0,194.0,3845.0,86.0,0.5058823529411764,1.1411764705882352,22.617647058823533,24909,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.00012043839576056848,0.0223667100130039,107.03244163166625,28.61869188618968,2.9793016174004388,99.79092028603365,72.75738270304616,68.92583621701979,102.04426034535255,0.0,0.0
True,False,False,-112332.0,1697.0,744.0,17771.0,267.0,0.15733647613435475,0.4384207424867413,10.472009428403064,9206,1,0,0,52,0.0,0.0,52.0,0.00010862480990658267,0.0,0.0,0.0056484901151422975,0.015024478082268863,19.79939618516828,23.42031834074864,32.192248336258146,47.56070076932941,61.694767003973894,58.88621928389694,55.583335460972386,0.0,0.0
True,False,False,-392066.0,171.0,331.0,5005.0,557.0,3.257309941520468,1.935672514619883,29.269005847953213,5479,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0001825150574922431,0.0009125752874612156,0.11128871128871128,38.22528774759881,30.168478570137392,53.13275349096128,67.48599674045518,23.024226489743185,22.2605291798707,23.80630713662101,0.0,0.0
False,False,False,-235933.0,421.0,431.0,21624.0,464.0,1.1021377672209025,1.0237529691211402,51.363420427553436,13210,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0003028009084027252,0.02145763965963744,118.11957578818851,126.05294811480343,251.05467486677648,60.909445288513815,95.46324339778091,93.7895144540486,87.47306389758873,0.0,0.0
